user_input,bot_response,ability,extra_label
And I don't like meat that much.The only meat I eat is chicken .,"But when I pick the restaurant , we go to a place that has both chicken and fish . I always respect your food preferences .",conversation,neutral
"Well , I suppose that , to be fair , you should get to pick the movie and we can go to a restaurant that serves meat .","Now you're talking , we can see that love story next time .",conversation,neutral
How's your new job going ?,"Really well , thanks .",conversation,neutral
How are you finding your new boss ?,"She's not bad . She's a bit bossy , but I'm sure I'll get used to her .",conversation,neutral
Would you rather have her or your old boss back ?,She's far better than my old boss . He didn't know how to express his opinion without putting at least one other person down .,conversation,neutral
How about your new co-workers ?,They are all pretty easy-going . It's a very friendly place to work .,conversation,neutral
Do you miss your old co-workers ?,Of course . I spent so much time at my old workplace that I got to know them all very well . They were like family to me .,conversation,neutral
Do people in different departments get along with each other ?,"Sure . Since we work together in teams , we have to get along with each other .",conversation,neutral
Do you like working in teams with people from different departments ?,"Yes , it helps everyone to understand what we're doing from different perspectives .",conversation,neutral
Do you like working in teams ?,I prefer it to working independently . I think most people do .,conversation,neutral
"Linda , John and I are going to get married next week .",That's wonderful . Congratulations .,conversation,happiness
"Thank you , Linda . We would love you to come to our wedding .",I'd love to . What date is it ?,conversation,happiness
It's May 1st .,What day is that ?,conversation,neutral
It's Saturday . Could you make the time ?,"Yes , sure . What time will the wedding begin ?",conversation,neutral
At nine sharp .,Very good ! I'm looking forward to it . Please give my best regards to John . And I wish you best luck !,conversation,happiness
So do you think you can get to the office alone ?,"Sure , I ’ ll catch the train . If I can ’ t catch the train , I ’ ll get a taxi .",conversation,neutral
Do you think the taxi driver will understand you ?,"If he doesn ’ t understand me , I ’ ll show him the office address on my business card .",conversation,neutral
Ok but how will we know if you are going to be late ?,I ’ ll call you if I ’ m delayed .,conversation,neutral
You and Bob have finished ?,Yes .,conversation,neutral
Are you going to be okay ?,"Yes , I'm used to being on my own .",conversation,neutral
Tony looks very handsome in the suit .,He prefers suits to jackets .,conversation,happiness
"Judge from his look , he's a very serious person .","As a matter of fact , he is .",conversation,neutral
"You are friend of Janet , right ? I am Andrew , Andrew Smith .","Nice to meet you , Andrew . I am Noirin , Noirin O'Neil .",conversation,happiness
"I'm sorry , I didn't quite catch that .","Noirin , N-O-I-R-I-N , it's an Irish name .",conversation,neutral
Wow ! It ’ s packed .,The train station is indeed crowded . I think it ’ s hard for us to get on the train .,conversation,neutral
it's getting cold .,yes . I bought a scarf yesterday . It's really nice and warm . Have a look .,conversation,happiness
"Oh , it's made of wool . I like the striped pattern .","yes , I adore simple fashions . How does it look on me ?",conversation,happiness
"it looks great , but you need something to go with it . It's too plain on its own .",how about this blue sweater ?,conversation,happiness
that's a good idea . When did you buy it ? Is it a name brand ?,"yes , but I bought it when it was on sale , 50 % off the original price . OK , what do you think ?",conversation,happiness
that looks lovely . Just one more thing---you need a pair of earrings .,I've got a pair of pearl earrings . Here it is .,conversation,happiness
perfect !,"you have good fashion sense , Karen .",conversation,happiness
thanks . We should be ourselves . There are so many fashion victims out there .,"yes , but with our sense we'll always look good .",conversation,happiness
Susan ? What brings you here today ?,"Well , I ’ Ve got some papers due .",conversation,neutral
Really ? So what ’ s the news ?,Not too good yet . Better than I was though .,conversation,neutral
"Hello , Mary .","Hello , Brian .",conversation,neutral
Here is my friend Bob .,"Hello , Bob .",conversation,neutral
Are you free tonight ?,Depends .,conversation,neutral
Wanna chill out and watch cable ?,"Wow ! Besides The Cosby Show , I've never seen a black sitcom . What's this program ?",conversation,neutral
"It's a drama called Soul Food . This channel is BET-Black Entertainment Television . It has black shows , news and commercials .",This show is like a black Friends .,conversation,neutral
BET has black shows that are overlooked by mainstream white TV .,That's cool . I've heard LA has an all-Asian channel on cable .,conversation,neutral
My boss wore a real stupid tie to work today . Can you guess why ?,"He isn't a man of good taste for clothes , is he ?",conversation,neutral
"He is , but I didn't mean that . His daughter bought him a tie as a Father's Day gift , and he was very happy to wear it and show it off to us in the office .",It must be hard being a father .,conversation,neutral
"No , it's great being a father , seeing your children growing up and loving you and admiring you .",Maybe you'll only feel that way on Father's Day .,conversation,neutral
"So Alex , you ’ re off to the Olympic stadium then ?","Yes , I should get there just in time for the women ’ s 400m relay .",conversation,neutral
"Wow , that should be really exciting , especially with so many famous athletes there .","Yes , I ’ m also going to watch the triple jump and the high jump .",conversation,happiness
Well have a good time . Get me some autographs if you can .,"Ok , I ’ ll try my best .",conversation,happiness
Where did you go yesterday ?,I went to play tennis in the public park .,conversation,neutral
How often do you play tennis ?,Twice a week . How about you ?,conversation,neutral
I seldom play tennis . I prefer football and basketball .,But it is very difficult to gather a team of players together .,conversation,neutral
I usually play with my schoolmates .,Do you like watching football matches ?,conversation,neutral
"... And now , let ’ s go to Kenny Williams for today ’ s weather forecast .","Thank you Bill , and good morning Salt Lake City !",conversation,neutral
"What ’ s the weather looking like today , Kenny ?","Well , it ’ s a bit of a mixed bag in Utah today . we ’ Ve got heavy cloud cover here in Northern Utah , and we ’ re calling for scattered showers throughout the day , with a day-time high of forty-five degrees.Now , if we move down to the south of the state , we can see that a cold front is moving in.We can expect clear skies , but it will be quite cold , with temperatures hovering around the thirty degree mark .",conversation,neutral
"It ’ s a chilly day folks , so don ’ t forget your coats ! What about tomorrow Kenny ? Do you have good news for us ?","Well , it ’ ll be a rainy day for Northern Utah.we can expect some isolated downpours in the morning . Winds will be coming in from the North East , with gusts reaching twenty-three miles per hour . Salt Lake City can expect the rain to turn to sleet in the evening . Things are looking a bit better for the South.we ’ ll see cloudy skies with a chance of showers . Later in the day , we can expect partlycloudy skies , with a forecast high of thirty-eight degrees .",conversation,neutral
You heard it folks ! It ’ s gonna be a cold one !,That ’ s right Bill . We will have more later on today on the six o ’ clock news . That ’ s the weather forecast for this morning .,conversation,neutral
"He's been compared to Rimbaud , you know .",You mean as in Sylvester Stallone ?,conversation,neutral
I am having a hard time at my job .,"What's wrong , Julia ?",conversation,neutral
"My colleagues quickly get promotions , while I always get sidelined . I don't know what to do anymore .",Don't give up so soon .,conversation,neutral
But I don't know what else I can do . I am willing to work hard . Sometimes I make mistakes and the boss is not happy .,Mistakes are just a lessons to learn from .,conversation,neutral
Tell that to my boss .,Do you know Abraham Lincoln ?,conversation,neutral
Yes .,"He grew up poor in Kentucky and barely had a year of schooling , but he went on to become the President of United States .",conversation,neutral
He was also assassinated because of his views .,He is known as American's greatest president . Do you know why ? Because he fought against slavery and secession at a time in history where others were too afraid to do anything . He succeeded because of his ambition and generous spirit .,conversation,neutral
"Well , if he can become president , then I can at least get a promotion .",That's the spirit . Never give up on your dream .,conversation,happiness
"Well , my particular interest is collecting stamps , especially the rare ones . What about you ?",I ’ m afraid that ’ s not my cup of tea . I just find skin-diving attracting .,conversation,neutral
Hello !,"Oh , hi !",conversation,neutral
Please allow me to introduce myself . My name is Tom .,Pleased to meet you . My name is Alice . Did you just move in next door ?,conversation,neutral
"Yes , I did . Have you lived here long ?",Me ? I guess so . I've lived here for about six years now . Have you lived in America very long ?,conversation,neutral
"No , not really . When I left Vietnam , I came to America and I lived with a cousin in Dallas for two years . Where do you work , Alice ?",I teach mathematics at a college . What do you do ?,conversation,neutral
I am an accountant at a company .,"Well , Tom . It's good to meet you . I have to go now . I am teaching a class this evening , and I need to get to the college .",conversation,happiness
"It's nice meeting you too , Alice .",See you around !,conversation,happiness
Excuse me . I am interested in getting a library card .,"Sure , let me give you an application . You can fill it out right here at the counter .",conversation,neutral
"OK , here it is .","Let me take a look at this for you . May I have your driver's license , please ?",conversation,neutral
Here's my license and form .,You seem to have filled the form out all right . Are you familiar with our rules and fines ?,conversation,neutral
"Yes , I know what to do .",The hours and limitations are printed on the card and this handout .,conversation,neutral
OK .,Thank you for joining the library ; we look forward to serving you .,conversation,happiness
"Hey , Frank . I heard you got a new job .","Yeah , Judy . I will be working for the Post Office . It ’ s not a bad job .",conversation,neutral
Is it true that you have a heavy work schedule ?,"That ’ s right . I report to work at 5am everyday , and I only get 45 minutes for lunch .",conversation,neutral
"So , why did you apply for such a demanding job ?","Well , the government offers its employees excellent health insurance benefits .",conversation,neutral
"Oh , I see . And can your family utilize 5 the health insurance , too ?","Yeah , that ’ s the best part . All of my children can get free medical care .",conversation,neutral
That ’ s a great employment benefit !,Now you know why I wanted to work for the Post Office !,conversation,happiness
He has come to life in the end .,"Oh , thank God . We all felt frightened by the bad new about him .",conversation,sadness
"Yes . Fortunately , an ambulance passed in the nick of time , and we got him away to hospital .","Right . Unless , who know what will happen .",conversation,neutral
"Harry , do you like the opera ?","No , not really .",conversation,neutral
Why is that ? It is called real art .,"Well , it's very expensive and they're usually singing in another language . That kind of gets on my nerves .",conversation,neutral
Lisa wins the first prize in the English speech contest of her college .,Really ? That's really wonderful . I'm so happy for her .,conversation,happiness
But I always feel disappointed . I have many problems with English learning .,"Honey , cheer up .",conversation,neutral
I feel confused about the grammars .,I'm sure you'll do fine if you try your best .,conversation,neutral
And my writing is not good . I feel so frustrated .,"Be confident , and never give up .",conversation,neutral
"I know that , mom . But sometimes I'm just sad .",Keep your chin up . Remember ? Nothing is impossible to a willing heart .,conversation,neutral
how did you do on your BELTS exam ?,fantastic ! I got an overall score of eight .,conversation,happiness
that's excellent ! Have you received your conditional offers yet ?,yes . I'm just waiting until I officially get admitted to the university with a conditional offer to apply for my visa .,conversation,neutral
do you know where the visa office is ?,no .,conversation,neutral
it's just near the Dong Si Shi Tiao subway stop .,that's not too far away . Do you think I'll get a visa ?,conversation,neutral
have you ever gone abroad before ?,"yes , I've been to Tailband , Egypt , and Japan .",conversation,neutral
have you ever been denied a visa before ?,never .,conversation,neutral
that's good . Are you planning on immigrating to another country ?,"no , I want to come back to China after I graduate .",conversation,neutral
that's exactly what the visa officers want to hear . Do you have enough money for tuition and room and board ?,"I've received a full scholarship , so I won't need any other money to live off while I'm studying .",conversation,neutral
I think you have a very good chance of getting a visa . I can help you prepare for the visa interview if you want .,"that's be great . The more prepared I am , the better .",conversation,happiness
"Hi there , I'm Steve Saunders.What ' s your name ?",I'm Patti Whitney.Isn ' t this convention great ?,conversation,neutral
"Yes it is , better than I expected it would be.The presenters have been first rate.Is this the first conference you've been to ?","No , I've been coming for the last 3 years.Each year keeps getting better.Where are you from ?",conversation,neutral
"I'm from Long Island , New York.What about yourself ?",I'm from the other side of the coast--Los Angeles .,conversation,neutral
Wow . I really like California ... the weather there is much better than the East Coast .,Have you been to California ?,conversation,neutral
Just once.Quite a few years ago we took the kids to Disneyland on our vacation.They had a blast .,How many kids do you have ?,conversation,neutral
"Two , a boy and a girl.They ’ re already grown now .","Well , California ’ s changed over the last little while.You should come back out sometime .",conversation,neutral
I dislike Susan . She is always above herself .,Don ’ t you know that she was the only one who had received the invitation in the office ?,conversation,neutral
What of it ?,Sure .,conversation,neutral
Does it bother you that your husband goes away on long business trips ?,No.The time we have spent apart has been good for us.Absence makes the heart grow fonder .,conversation,neutral
What can I do for you ?,I ’ m returning these books .,conversation,neutral
Let me have them .,Here are all of them .,conversation,neutral
These books are two weeks late .,I didn ’ t have time to return them .,conversation,neutral
You ’ re going to have to pay late fees .,How much ?,conversation,neutral
25 cents a day .,25 cents a day ?,conversation,surprise
That means 25 cents for each late book .,That ’ s expensive .,conversation,surprise
"I hear you're entering the speech contest , Mike .",That's right . I thought I'd give it a shot .,conversation,happiness
What shall we do after the volleyball match ?,How about going to the Olympic souvenir store to have a look ? I remember there is one in the gym .,conversation,happiness
That's a good idea . I was thinking of buying some gifts for my family .,"Me , too . What did you have in mind ?",conversation,happiness
"I haven't decided yet , but I think the Olympic Mascots are a must .","I agree . They're very lovely , especially Huanhuan",conversation,happiness
"Is that the red one ? That is my favorite , too . Do you know how much they are ?","The five dolls are sold together as a set , and they're priced according to the size . The bigger they are the more expensive .",conversation,happiness
"Oh , I see . If I buy more than a set , can I get any discount ?",I don't think so . All the souvenirs of the Olympic Games are very hot right now .,conversation,happiness
Any other ideas ?,"There are lots of things , such as postcards , key chains , posters and various arts and crafts .",conversation,happiness
It is time to butter him up .,What do you have to do to grease the palm of him ?,conversation,neutral
I don ’ t know . Let me see .,You can go and ask your father .,conversation,neutral
"Cindy , I heard you got into that university . Congratulations !",Thanks ! I'm so happy . It's like a dream come true .,conversation,happiness
Hello ?,Hi Vicky .,conversation,neutral
Are you there yet ?,Yes .,conversation,neutral
I just got off the subway . I'm almost there . Sorry I'm late .,That's no problem . I just wanted to tell you I'm inside .,conversation,neutral
Where are you ?,On the second floor .,conversation,neutral
Should I come to the second floor or do you want to come to the first floor ?,Come upstairs .,conversation,neutral
What ?,"Oh , Can you hear me OK ? I said , come to the second floor .",conversation,neutral
"Oh , OK . What are you doing there ?",Just looking at some books on how to learn English .,conversation,neutral
Do you want to get something to eat later ?,"No , I'm still full from dinner .",conversation,neutral
What do you want to do ?,I don't know for sure . When you get here we'll talk about it .,conversation,neutral
"OK , see you soon .",Bye .,conversation,neutral
Who's that old lady trimming the trees ?,She's my grandma .,conversation,neutral
She looks very healthy.How old is she ?,92 .,conversation,neutral
What do you think are the main causes of war today ?,"I ’ d say the main reason is poverty . Countries and their people get frustrated because they have so little . If their neighbors have some resources , they try to steal them by military force .",conversation,neutral
It seems that a lot of wars nowadays are really civil wars . People from different ethnic groups in the same country sometimes fight for power in that country .,Several of those civil wars have been going on for years and years . It seems they will never end .,conversation,neutral
How do you think they could be ended ?,I don ’ t think that there is any easy way . The united nations could send peacekeepers into the country . At least then the warring parties could be forced to negotiate . The thing is to find the real problem form the war and solve that .,conversation,neutral
"So , if the cause is poverty , there should be a program to make the country richer . If the problem is resources , share them .","It sounds easy when you say it like that . In reality , it ’ s harder to make peace between countries .",conversation,neutral
Yes . It is . One way to stop countries fighting is to cut off their financial support . Wars are very expensive .,The problem is that many poor people might suffer .,conversation,neutral
"Are you feeling better today , Bill ?","Well , it's hard to say . I cough a lot in the evening .",conversation,neutral
You'd better give up smoking . It's bad for your health .,"You're right , but you know , it's hard to give up an old habit .",conversation,neutral
But you should make up your mind first .,"You know , I often have to work til late at night . I need something to keep me awake .",conversation,neutral
Why don't you go to bed and get up early ? You'll have the same time for work .,Thank you for your advice ! I'll try it .,conversation,happiness
"Well , I must be off now . I have an appointment at six .","In that case , I won't keep you any longer . Drop in any time .",conversation,neutral
Ok . Goodbye .,See you later .,conversation,neutral
"Hello , Julia , I know a party that will begin at midnight . Would you love to go ?","I'd love to , but my mother asks me to go home before 11:00 every night . She will worry if I get home late .",conversation,happiness
What a pity ! The party is very interesting .,I have no choice . My mother is always very strict with me .,conversation,neutral
Don ’ t complain about it . She is concerned about your safety .,You're right . Mother's love is the greatest love in the world .,conversation,happiness
"Steven , why are you so depressed ?",I'm feeling very sad . I just read the newspaper .,conversation,neutral
What's the news ?,"According to the newspaper , the town was razed by an earthquake and more than 10 thousand people died in the earthquake .",conversation,neutral
It's horrible .,"Yeah , we have to do something to help the people in the stricken area .",conversation,neutral
Yes . How about donating some money ?,It's a good idea . But where can we donate money ?,conversation,happiness
Just find the answer through Internet .,"Yes , let's do it now .",conversation,happiness
I don ’ t know how to deal with Jack . He is indeed a trouble maker . He has louse up my business several times .,You mean Lily ’ s boyfriend ?,conversation,neutral
Yeah .,"Well , he is a hard case . Everyone would feel headache about him .",conversation,neutral
Who's that over here ?,That's the new teacher .,conversation,neutral
What do you think of the teacher ?,She's very nice .,conversation,neutral
What does she teach ?,"English , of course .",conversation,neutral
Is she your teacher ?,Yes.She teaches our class three times a week .,conversation,neutral
Can she speak Chinese to her students ?,Not very much .,conversation,neutral
"Judy , what is everybody talking about ?",Haven ’ t you heard ? Richard was fired by our manager .,conversation,neutral
You ’ re kidding . It can ’ t be true .,Believe it or not . Everybody is talking about it in the company .,conversation,neutral
Really ? I ’ m surprised .,Me too .,conversation,neutral
"Hi , Mike . Haven't seen you for a while . How's Cathy ?",We are not seeing each other any more .,conversation,neutral
What happened ? Did you break up ?,Yeah . I got sick and tired of her nagging all the time .,conversation,neutral
"Oh , I am sorry . Maybe you were just emotional at that moment . Do you think you guys can get back together ?",I don't know . There ’ s plenty of fish out there in the sea !,conversation,neutral
"They're very good friends , aren't they ?",I wouldn't say that.They seem to be on good terms but actually they always speak ill of each other .,conversation,neutral
I went to Jessie's birthday party yesterday . It was very good .,I didn't know about it . What did you do ?,conversation,happiness
We ate a lot of things . We played games and gave gifts to Jessie . We had a lot of fun .,You were really lucky .,conversation,happiness
"My birthday comes next month . I want to hold a birthday party , too .",I hope I can go to your party .,conversation,happiness
"My friend finally dumped her boyfriend , and she's sworn she's going to abstain until she finds the right man to marry .",After going through an episode like that I'm not surprised . How's her headspace ?,conversation,neutral
"She's doing great , she's getting her confidence back , and her self-esteem , has improved drastically.She ' s very happy .",I'm proud of you for standing by her . I think you've helped make a big difference in her life .,conversation,happiness
Do you have any plans for next Sunday evening ?,"No , why ?",conversation,neutral
"My friend , who had the mishap , wants to take us to dinner to show her gratitude for helping her .","She doesn't need to do that , I didn't do anything .",conversation,neutral
"Hey , Tom , what to go for a run ?",No thanks . I like to run in the morning . I ran a couple of miles when I woke up today .,conversation,neutral
"I try to do that , but I can ’ t get up early enough .","I couldn ’ t either at first , but you get used to it .",conversation,neutral
It ’ s so hot at lunchtime ; I ’ d rather run in the morning .,"Well , why don ’ t you come tomorrow ? I ’ ll stop by your house on my way out .",conversation,neutral
"I could try , but I can ’ t say for sure if I ’ ll get up in time . What time do you want to go ?",I ’ ll give you a call around 6 o'clock and stop by around 6 thirty .,conversation,neutral
"O . K . , maybe if I have someone to go with , I ’ ll be able to get up in time for a jog .","Great , I ’ ll see you then .",conversation,neutral
How's the weather today ?,It's cloudy .,conversation,neutral
Is it going to rain today ?,I doubt it .,conversation,neutral
"Well , the way you drive , Jen ... I still don't think that's a good idea .",I really love this music . It's a compilation .,conversation,neutral
I know . It's a mix of all the latest songs .,And you got them off the Net ?,conversation,neutral
No . I recorded these from your Cds .,"Well , thanks for asking for my permission ... Now hand it over and let me record !",conversation,neutral
"Um , which of them is the better typist ?","Well , Mary types faster than Jones . But I think Jones types more carefully .",conversation,neutral
Is there any difference in their short hand ?,"Jones can certainly take down letter more quickly , but Mary ’ s short hand is the best in her class .",conversation,neutral
How about languages ?,Both of them speak excellent French . But I think Mary speaks German more fluently than Jones does .,conversation,neutral
My friend George has been to Switzerland twice .,Does he like that country ?,conversation,neutral
"Yes , he likes the people and the quietness there .",Would you ask him to tell us more about the country ?,conversation,neutral
"Hello , Ann ! Is that you ?","Yes , it is . Hi , Tom ! It's a real surprise to see you here .",conversation,surprise
It's been a long time ! What's new ?,Nothing much . What about you ? Is everything going well ?,conversation,happiness
Not bad I guess . I just got back from Hawaii .,How was it ?,conversation,neutral
I had a good time . You seem to be in a hurry . Don't let me hold you up .,"Sorry , I've got a meeting in half an hour .",conversation,neutral
"Ok , I won't keep you then .",Great ! It's good to see you . Goodbye !,conversation,happiness
"Yes , stay in touch . Bye !","Give me your email , would you ?",conversation,happiness
Ok ... I ’ ll talk to you later . Bye,"Carrie , are you ok ? You seem a bit down .",conversation,neutral
I just got off the phone with my boyfriend . He is always getting upset and losing his temper over nothing . It ’ s so hard to talk to him at times .,Maybe it ’ s just that he is stressed out from work or something . He does have a pretty nerve wracking job you know .,conversation,neutral
"Yeah but , he is always in a really foul mood . I try to find out what ’ s bothering him or get him to talk about his day but , he always shuts down and brushes me off .","Men are like that you know.They can feel nervous , anxious or on edge and the only way they can express it is by trying to hide it through aggressiveness .",conversation,neutral
I guess you are right . What do you think I should do ? He wasn ’ t always this grouchy you know ...,"Talk to him , try to cheer him up when he is down and if that doesn ’ t work , I say get rid of him and get a new one !",conversation,neutral
"Hi , my name ’ s Karl . My wife and I are moving in next door .","Hello , Karl . I ’ m Chuck Jones . We ’ re going to be neighbors .",conversation,neutral
I ’ m happy to meet you . It seems everyone in town is so friendly .,"This is a small town , and we like to be neighborly . We know everyone who lives around here .",conversation,neutral
"Well , I ’ m from Chicago . There few people take the time to get to know their neighbors .","So , tell me , Karl , why did you come all the way to Minnesota to live ?",conversation,neutral
Look ! It ’ s the start of the Olympic Games .,So what ?,conversation,neutral
"You want to watch , don ’ t you ?",Not really . I couldn ’ t careless about the Olympic Games .,conversation,neutral
The question is easy for everybody.Don ' t you think so ?,"Yeah , it's very easy . But it's above Nick's head",conversation,neutral
Why do you say so ?,He's always confused by easy questions .,conversation,neutral
I can ’ t believe it !,What ’ s wrong ? That was a great goal .,conversation,neutral
"Yes , but I bet $ 200 dollars on the Cougars !",Looks like you ’ re going to lose out on this game then .,conversation,neutral
I can ’ t believe it ! I thought the Cougars were going to win for sure .,What were the odds ?,conversation,neutral
"20 to 1 , in favour of the Cougars !",Too bad .,conversation,neutral
"Jenny , I was wondering ... if you .. eh are you busy this Friday ?","Yes , Friday I have a class , right after work .",conversation,neutral
"Oh , what about Saturday ? Are you free then ?",Saturday my parents are coming to town . What ’ s up ?,conversation,neutral
What about tonight ? Do you have plans tonight ?,"No , do you want to go and do something ?",conversation,neutral
"Yes , yes , I want to take you to dinner .","Oh , that sounds great . How about 6 o ’ clock ?",conversation,happiness
Excuse me ? Is this where I register ? I ’ d like to sign up for my courses for next semester .,"Yes , of course . I need your student ID please .",conversation,neutral
Here you are .,"Okay , Susan . It says here that you are a business major and you are in your second year . Is this information correct ?",conversation,neutral
Yes . I do want to take some additional credits this year to get a minor in psychology .,Sure.That ’ s not a problem.Do you have the list of courses you want to taketh semester ?,conversation,neutral
Yeah . Here ’ s my list . I ’ m not sure if the class schedule will allow me to take all of them though .,"Yeah , that ’ s perfect . What about the subjects for your minor ?",conversation,happiness
"Oh yeah ! Almost forgot ! I need to take fundamental linguistics , consumer psychology and neuroanatomy .","Wow , you are going to be busy this semester ! Okay , here you go . You are registered now . you ’ ll have to make your first tuition payment before classes start .",conversation,happiness
Is your city a historical place ?,"Not rally . 200 years ago , it was just a small insignificant village .",conversation,neutral
How did it grow into such a large place ?,Large deposits of coal were found nearly and so many industries located themselves here . The village quickly grew into a key industrial centre .,conversation,neutral
"As the city grew , it must have absorbed many village nearby .","Yes , it did . The names of those village survive as the names of parts of the city .",conversation,neutral
I see . Are there any building more than 200 years old in your city ?,"Oh , yes . Several of the buildings from the villages still survive . Many of them were inns for travelers and today survive as pubs . There was a castle near one village , so our city has a castle too .",conversation,neutral
"Most of our customers are foreigners . How many foreign languages can you speak , Elizabeth ?",Two . French and Spanish .,conversation,neutral
And how well can you speak them ?,"Well , French was my best subject at school . I can read and write it pretty well .",conversation,neutral
And how about your Spanish ?,"Well , it's not as good as my French . I can speak it reasonably well , but my written Spanish isn't very good .",conversation,neutral
"I see . Well , we have a lot of Spanish customers , but you wouldn't need to write any Spanish here .","In that case , I'm fit for the position I think .",conversation,neutral
Did you watch the old-fashioned wrestling game last night ?,"Yes , of course . And I'm amazed the those karate and judo boys were so helpless before the wrestlers .",conversation,happiness
"Do you mind if I get a lift in your car , please ?","I don ’ t see any problem , only the car is a bit old .",conversation,neutral
Oh you ’ re so kind !,Get in .,conversation,happiness
"Fred , can you tell me how I can open my QQ Zone ?",Click your right key of mouse and choose QQ Zone .,conversation,neutral
"Well , I have to provide some of my information , right ?","Yep ! The nick name for your zone , address , gender and so on . Some of them are privacy , so you have the right to keep secret here .",conversation,neutral
All information is filled in and now I can design my zone .,"You can choose one type to make it as your background , and then find a music player and put your favorite songs into it , so your visitors can enjoy the music after entering into your zone .",conversation,neutral
"Now everything is OK . I can write my blog , right ?",Certainly .,conversation,neutral
"( Half an hour , Janice begins shouting excitedly . ) What's the matter with you ?",Look ! David gives his following-comment on my first blog . He is my first visitor .,conversation,happiness
"Do you remember Tina , my good friend ?",Yes .,conversation,neutral
She just broke up with her boyfriend .,"Well , that happens . I hope she is all right .",conversation,neutral
But the problem is she and her ex-boyfriend are working in the same department . It is somehow embarrassing for them to see each other everyday .,That is the down side of an office romance . I hope their work is not affected by the emotional stress . The boss must be very annoyed if that will be the case .,conversation,neutral
"Hi Bill , I saw your grandma yesterday .",Oh where was that ?,conversation,neutral
I was running around the track at my college and there she was walking around the same track .,Grannie always tries to stay fit and healthy . She is always making us kids eat the proper foods .,conversation,neutral
"Well , it pays off for her . How old is she anyway ?",She will be 86 next month .,conversation,neutral
What time shall I pick you up ?,How about 6:30 ?,conversation,happiness
"Hi , Zhengjun , what make you so happy .","You know what , I've just got a new job with a computer company .",conversation,happiness
"Hi , Linda . I haven't seen you for ages .",Yes . I miss you very much .,conversation,happiness
So do I .,Have you graduated from college ?,conversation,neutral
Has the train come yet ?,"No , I ‘ Ve been waiting for ages .",conversation,neutral
It ’ s so unreliable . I ’ Ve been late for my meetings all this week .,"Yes , me too . I think I ’ Ve lost some important clients recently because of this train !",conversation,anger
"Yes , my customers have started to complain too !",Oh look ! Here it comes now !,conversation,neutral
I've got some bad news about the bike you lent me .,What's that ?,conversation,neutral
"I fell on the way to school , and your bike got scratched . I'm really sorry .","Don't worry about it . It's not new , it already has a few scratches . Did you get hurt ?",conversation,neutral
"No , thank you .",That's the most important thing .,conversation,neutral
It's kind of you to say . I feel a little stupid .,Forget about it .,conversation,neutral
"When you lent me the bike , it looked brand new , almost anyway .","Maybe , but really I have fallen a couple of times and it's been hit once or twice as well .",conversation,neutral
Jenny is going to marry another man next month .,"Yes , I know .",conversation,neutral
"But , how can you be so calm . You loved her so much .",At least I ’ m the one who rates with her . I ’ m glad we can still be friends .,conversation,neutral
What's your favorite sport ?,"Basketball , I'm a basketball fan .",conversation,neutral
"Hello , Jane . What do you do in your spare time ?","Well , nothing special , reading , watching TV , walking , and so on .",conversation,neutral
"Don't you have any hobbies , like stamp collecting or things like that ?","No , I don't have any hobbies . How about you ?",conversation,neutral
"I like collecting antiques . It's expensive , but it's a lot of fun .",Really ? How many collections do you have ?,conversation,surprise
So far I have more than 500 collections .,"Among those collections , which is the most expensive ?",conversation,neutral
It seems to me that everything is going digital nowadays .,"Yes . Speaking of digital wares , I bought a digital camera last week .",conversation,neutral
Cool ! What brand,A Sony . It's only one third the size of my old camera and looks rather smart .,conversation,neutral
What about the quality ?,Superb ! It's a 4 megapixel one and the photos it takes are very vivid and clear .,conversation,happiness
"It's four o'clock already . I hate to leave , but I think I must .",Can you stay a little longer ?,conversation,neutral
Can I see your parents some time tomorrow ?,"Sorry , they are too busy these days .",conversation,neutral
How about this weekend ?,"Yes , I think so .",conversation,neutral
Happy Thanksgiving !,"You , too .",conversation,happiness
Let's have pumpkin pie .,It's my favorite .,conversation,happiness
Are you going anywhere for your vacation ?,"Yes , we're making plans for a tour .",conversation,neutral
That'll be lovely . Where are you going ?,"Well start out from Long Island this Friday . We've planned a four day drive to Salt Lake City , where we'll join my brother and his family on his fortieth birthday .",conversation,neutral
"Well , you've got to prepare a lot of food and enough sleeping bags then .","Oh , we'll spend the nights in hotels and enjoy local food as we pass by . How does it sound , David ?",conversation,happiness
"It sounds good . You can do a lot of sightseeing , too .","Yes , we'll take our time . And we'll go to Five-lake Strict and the Wall Street .",conversation,happiness
"So , you're going to have a really nice vacation .",You can say that again .,conversation,happiness
"Would you like to book a table , sir ?","Yes , would you arrange it for me the day after tomorrow ?",conversation,happiness
"Sure , when ?",Six o'clock in the afternoon .,conversation,neutral
"For how many guests , please ?",Six .,conversation,neutral
How much would you like to spend ?,We don't care about money . We'd like to have some good dishes of local specialties .,conversation,neutral
OK .,"How many courses are there altogether , please ?",conversation,neutral
Eight .,Could you tell me some of entrees about the dinner ?,conversation,neutral
Sure . The main courses are roast Beijing duck and fried eel slices .,Very good .,conversation,happiness
"Did you watch TV last night , Rose ?",Yeah . I saw a science program . It was quite interesting .,conversation,happiness
What was it about ?,Mars . Scientists say there might be water on it .,conversation,neutral
"If so , we may live there someday .",I hope so . Did you know the US successfully sent two robotic explorers to Mars last month ?,conversation,neutral
